地區,大廈名單,最後個案居住日期,相關疑似/確診個案
灣仔,銅鑼灣廣場 (非住宅),07/07/2020,1415
灣仔,銅鑼灣廣場二期 太湖海鮮城 (非住宅),10/07/2020,1520
灣仔,銅鑼灣廣場二期 太湖海鮮城 (非住宅),10/7/2020,1520
灣仔,銅鑼灣街市 (非住宅),17/07/2020,1923
灣仔,銅鑼灣街市 (非住宅),17/7/2020,1923
灣仔,養和醫院 (非住宅),18/07/2020,1848
灣仔,養和醫院 (非住宅),20/07/2020,"1848, 2181"
灣仔,養和醫院 (非住宅),20/7/2020,"1848, 2181"
灣仔,養和醫院 (非住宅),25/07/2020,"1848, 2181, 2522, 2559"
灣仔,香港中央圖書館 (非住宅),12/07/2020,1974
灣仔,香港會議展覽中心 大都淮揚中菜 (非住宅),09/07/2020,1584
灣仔,香港警察總部 (非住宅),17/07/2020,2164
灣仔,香港警察總部 (非住宅),17/7/2020,2164
灣仔,香港護理學院 (非住宅),13/07/2020,1564
灣仔,香港護理學院 (非住宅),13/7/2020,1564
灣仔,香港賽馬會跑馬地會所 (非住宅),06/07/2020,1470
灣仔,香港遊艇會 (非住宅),12/07/2020,1909
灣仔,香港遊艇會 (非住宅),12/7/2020,1909
灣仔,香港銅鑼灣皇冠假日酒店 (非住宅),23/07/2020,2059
灣仔,香港銅鑼灣皇冠假日酒店 (非住宅),23/7/2020,2059
灣仔,香港銅鑼灣皇冠假日酒店,,1325
灣仔,香港銅鑼灣皇冠假日酒店,,1326
灣仔,香港銅鑼灣皇冠假日酒店,,1362
灣仔,香港銅鑼灣皇冠假日酒店,,1725
荃灣,One Midtown (非住宅),20/07/2020,2204
荃灣,九龍悅來酒店 (非住宅),08/07/2020,1320
荃灣,兆和街16號 全記點心專門店 (非住宅),19/07/2020,1856
荃灣,兆和街16號 全記點心專門店 (非住宅),19/7/2020,1856
荃灣,大鴻輝(荃灣)中心 (非住宅),25/07/2020,2878
荃灣,安富大廈,,2689
荃灣,安富大廈,,2838
荃灣,富利達中心 (非住宅),09/07/2020,1882
荃灣,富榮大廈 (非住宅),16/07/2020,2024
荃灣,富榮大廈 (非住宅),16/7/2020,2024
荃灣,寶石大廈 (非住宅),13/07/2020,1887
荃灣,寶石大廈 (非住宅),13/7/2020,1887
荃灣,悅來坊 必勝客 (非住宅),19/07/2020,2263
荃灣,悅來坊 肯德基 (非住宅),20/07/2020,"2263, 2447"
荃灣,悅來酒店 (非住宅),22/07/2020,2141
荃灣,悅來酒店,,1320
荃灣,悅來酒店,,1392
荃灣,悅來酒店,,1495
荃灣,悅來酒店,,1499
荃灣,悅來酒店,,2024
荃灣,愉景新城 (非住宅),17/07/2020,1859
荃灣,愉景新城8座,,1859
荃灣,楊屋道市政大廈 (非住宅),12/07/2020,1652
荃灣,楊屋道市政大廈 (非住宅),17/07/2020,"1652, 1859, 2196"
荃灣,楊屋道市政大廈 (非住宅),17/07/2020,"1652, 2196"
荃灣,楊屋道市政大廈 (非住宅),17/7/2020,"1652, 2196"
荃灣,樂悠居,,2654
荃灣,汀蘭居 (非住宅),12/07/2020,1654
荃灣,汀蘭居 (非住宅),12/7/2020,1654
荃灣,海之戀商場 (非住宅),13/07/2020,1732
荃灣,海之戀商場 (非住宅),13/7/2020,1732
荃灣,海濱花園海明閣,,2822
荃灣,海濱花園海豐閣,,2051
荃灣,海濱花園海霞閣,,2761
荃灣,海韻花園,,2624
荃灣,海韻花園3座,,2040
荃灣,海韻花園3座,,2222
荃灣,灣景花園1座,,1313
荃灣,灣景花園1座,,1446
荃灣,爵悅庭,,2878
荃灣,皇廷廣場 (非住宅),10/07/2020,1465
荃灣,皇廷廣場 (非住宅),10/7/2020,1465
荃灣,石圍角邨石蓮樓,,2050
荃灣,石圍角邨石蓮樓,,2443
荃灣,石圍角邨石蓮樓,,2533
荃灣,祈德尊新邨A座,,1475
荃灣,荃威花園E座,,1617
荃灣,荃威花園E座,,1653
荃灣,荃威花園E座,,1892
荃灣,荃威花園E座,,1893
荃灣,荃威花園E座,,1895
荃灣,荃威花園E座,,2182
荃灣,荃威花園商場1期 (非住宅),20/07/2020,2024
荃灣,荃威花園商場1期 (非住宅),20/7/2020,2024
荃灣,荃新天地 (非住宅),12/07/2020,1654
荃灣,荃新天地 (非住宅),12/7/2020,1654
荃灣,荃新天地 牛陣 (非住宅),18/07/2020,2263
荃灣,荃景圍胡忠游泳池 (非住宅),15/07/2020,1642
荃灣,荃景圍胡忠游泳池 (非住宅),15/7/2020,1642
荃灣,荃灣千色匯 II (非住宅),19/07/2020,2263
荃灣,荃灣千色匯 稻香．茶居 (非住宅),17/07/2020,2196
荃灣,荃灣千色匯 稻香．茶居 (非住宅),17/7/2020,2196
荃灣,荃灣千色匯I (非住宅),17/07/2020,1867
荃灣,荃灣千色匯I (非住宅),17/7/2020,1867
荃灣,荃灣帝盛酒店,,1600
荃灣,荃灣帝盛酒店,,2383
荃灣,荃灣廣場 Outback Steakhouse (非住宅),12/07/2020,1896
荃灣,荃灣廣場 Outback Steakhouse (非住宅),12/07/2020,2250
荃灣,荃灣廣場 Outback Steakhouse (非住宅),12/7/2020,2250
荃灣,荃灣街市 (非住宅),25/07/2020,2686
荃灣,萬景峯1座 (非住宅),16/07/2020,1732
荃灣,萬景峯1座 (非住宅),16/7/2020,1732
荃灣,萬景峯第一座 (非住宅),16/07/2020,1732
荃灣,葵喜街停車場 (非住宅),07/07/2020,1436
荃灣,象山商場 (非住宅),25/07/2020,2509
荃灣,象山邨秀山樓,,2509
荃灣,象山邨翠山樓 (非住宅),25/07/2020,2509
荃灣,順力工業大廈 (非住宅),10/07/2020,1882
荃灣,順力工業大廈 (非住宅),10/7/2020,1882
荃灣,香港港安醫院 (非住宅),16/07/2020,1654
荃灣,香港港安醫院 (非住宅),16/7/2020,1654
荃灣,香港港安醫院 - 荃灣 (非住宅),15/07/2020,1836
荃灣,香港港安醫院 - 荃灣 (非住宅),15/7/2020,1836
荃灣,香車街街市 (非住宅),18/07/2020,1859
荃灣,鹹田村43號,,2018
荃灣,鹹田街43號,,2018
荃灣,麗城花園2期1座,,1652
荃灣,麗城花園第1期 (非住宅),22/07/2020,2225
葵青,IPLACE,,2410
葵青,IPLACE,,2827
葵青,IPLACE,,2865
葵青,下葵涌分科診所及特殊教育服務中心 (非住宅),23/07/2020,"2261, 2262"
葵青,下葵涌分科診所及特殊教育服務中心 (非住宅),23/07/2020,"2261, 2262, 2600"
葵青,下葵涌分科診所及特殊教育服務中心 (非住宅),23/07/2020,"2261, 2262, 2600, 2878"
葵青,下葵涌分科診所及特殊教育服務中心 (非住宅),23/7/2020,"2261, 2262"
葵青,中國招商局物流中心 (非住宅),14/07/2020,1959
葵青,中國招商局物流中心 (非住宅),14/7/2020,1959
葵青,嘉里溫控貨倉1 (非住宅),10/07/2020,1539
葵青,嘉里溫控貨倉1 (非住宅),10/7/2020,1539
葵青,大鴻輝(葵涌)中心 (非住宅),20/07/2020,2509
葵青,新都會廣場 (非住宅),17/07/2020,1820
葵青,新都會廣場 (非住宅),17/7/2020,1820
葵青,新都會廣場 潮庭 (非住宅),11/07/2020,"1770, 1838, 1841, 1842, 1862, 1912, 1920, 1923, 1933, 1954"
葵青,新都會廣場 潮庭 (非住宅),11/07/2020,"1770, 1838, 1841, 1842, 1862, 1912, 1920, 1933, 1954"
葵青,新都會廣場 潮庭 (非住宅),11/7/2020,"1770, 1838, 1841, 1842, 1862, 1912, 1920, 1933, 1954"
葵青,新都會廣場 麥當勞 (非住宅),16/07/2020,1973
葵青,新都會廣場 麥當勞 (非住宅),16/7/2020,1973
葵青,新都會廣場潮庭 (非住宅),11/07/2020,"1770, 1838, 1842, 1862, 1912, 1920, 1923, 1933, 1954"
葵青,晉昇工業大廈 (非住宅),13/07/2020,1887
葵青,晉昇工業大廈 (非住宅),13/7/2020,1887
葵青,梨木道葵寶大廈,,2265
葵青,涌美村 (非住宅),15/07/2020,2137
葵青,盈翠半島12座,,2274
葵青,盈翠半島1期3A座,,2699
葵青,盈翠半島1期3A座,,2826
葵青,盛境居2座 (非住宅),08/07/2020,1542
葵青,石籬一邨石俊樓高座,,2125
葵青,石籬一邨石俊樓高座,,2730
葵青,石籬二邨石富樓,,2742
葵青,石籬二邨石欣樓,,2127
葵青,石籬二邨石祥樓,,1818
葵青,石籬商場 (非住宅),16/07/2020,1818
葵青,石籬商場 (非住宅),16/7/2020,1818
葵青,石籬商場(第1期) (非住宅),21/07/2020,2127
葵青,石籬商場(第2期) (非住宅),16/07/2020,1818
葵青,石蔭東邨蔭裕樓,,1543
葵青,禎昌工業大廈 (非住宅),22/07/2020,2156
葵青,綠悠雅苑第2座,,1814
葵青,綠悠雅苑第2座,,1815
葵青,美景花園10座,,2137
葵青,美順工業大廈 (非住宅),11/07/2020,1584
葵青,美順工業大廈 (非住宅),11/7/2020,1584
葵青,荃灣帝盛酒店 (非住宅),20/07/2020,"1464, 1938"
葵青,荃灣帝盛酒店 (非住宅),20/7/2020,"1464, 1938"
葵青,荃灣帝盛酒店,,1299
葵青,荃灣帝盛酒店,,1300
葵青,荃灣帝盛酒店,,1309
葵青,荃灣帝盛酒店,,1574
葵青,荃灣帝盛酒店,,1961
葵青,荃灣帝盛酒店,,2324
葵青,荃灣帝盛酒店,,2731
葵青,荃灣帝盛酒店,,內地當局通報的九宗個案
葵青,荔景紀律部隊宿舍 (非住宅),11/07/2020,"1770, 1838, 1841, 1842, 1862, 1912, 1920, 1923, 1933, 1954"
葵青,荔景紀律部隊宿舍 (非住宅),11/07/2020,"1770, 1838, 1841, 1842, 1862, 1912, 1920, 1933, 1954"
葵青,荔景紀律部隊宿舍 (非住宅),11/7/2020,"1770, 1838, 1841, 1842, 1862, 1912, 1920, 1933, 1954"
葵青,荔景紀律部隊宿舍三座,,2248
葵青,荔景邨樂景樓,,1454
葵青,荔景邨樂景樓,,2602
葵青,華星工業大厦 金沙餐廳 (非住宅),10/07/2020,1464
葵青,華星工業大厦 金沙餐廳 (非住宅),10/7/2020,1464
葵青,華達工業中心 (非住宅),22/07/2020,2461
葵青,葵寶大廈,,2447
葵青,葵昌路18-24號 (非住宅),14/07/2020,2055
葵青,葵昌路18-24號 (非住宅),14/7/2020,2055
葵青,葵涌大廈A座,,2028
葵青,葵涌廣場 (非住宅),17/07/2020,"1820, 1996"
葵青,葵涌廣場 (非住宅),17/07/2020,1820
葵青,葵涌廣場 (非住宅),17/7/2020,"1820, 1996"
葵青,葵涌廣場 (非住宅),22/07/2020,"1820, 1996, 2465"
葵青,葵涌廣場 大家樂 (非住宅),13/07/2020,1622
葵青,葵涌廣場 大家樂 (非住宅),13/7/2020,1622
葵青,葵涌邨合葵樓,,2054
葵青,葵涌邨合葵樓,,2290
葵青,葵盛東商場 (非住宅),21/07/2020,2023
葵青,葵盛東商場 (非住宅),21/7/2020,2023
葵青,葵盛東邨盛逸樓,,2514
葵青,葵盛西村10座,,1317
葵青,葵盛西邨10座,,2023
葵青,葵聯邨聯悅樓,,1436
葵青,葵聯邨聯逸樓,,2877
葵青,葵芳地鐵站 (非住宅),16/07/2020,2023
葵青,葵芳地鐵站 (非住宅),16/7/2020,2023
葵青,葵芳邨葵仁樓,,1684
葵青,葵芳邨葵喜樓,,1324
葵青,葵芳邨葵喜樓,,2883
葵青,葵芳閣2座,,1737
葵青,葵馥苑安葵閣,,2686
葵青,葵馥苑安葵閣,,2846
葵青,葵馥苑樂葵樓,,2264
葵青,葵馥苑樂葵樓,,2350
葵青,葵馥苑樂葵閣,,2391
葵青,象山邨秀山樓,,2388
葵青,路德會啟聾學校 (非住宅),10/07/2020,1457
葵青,路德會啟聾學校 (非住宅),10/7/2020,1457
葵青,長亨邨亨俊樓,,1992
葵青,長亨邨亨緻樓,,2640
葵青,長亨邨亨翠樓,,2106
葵青,長亨邨亨翠樓,,2196
葵青,長亨邨亨麗樓,,2041
葵青,長亨邨亨麗樓,,2611
葵青,長亨邨商場 (非住宅),16/07/2020,2106
葵青,長亨邨商場 (非住宅),16/7/2020,2106
葵青,長安邨安江樓,,2420
葵青,長安邨安江樓,,2585
葵青,長安邨安海樓,,1650
葵青,長安邨安濤樓 (非住宅),16/07/2020,1650
葵青,長安邨安濤樓 (非住宅),16/7/2020,1650
葵青,長宏邨宏善樓,,2063
葵青,長康邨康和樓 (非住宅),15/07/2020,1876
葵青,長康邨康和樓 (非住宅),15/7/2020,1876
葵青,長發廣場 (非住宅),15/07/2020,1650
葵青,長發廣場 (非住宅),15/7/2020,1650
葵青,長發廣場 意樂餐廳 (非住宅),19/07/2020,2184
葵青,長發邨亮發樓,,1573
葵青,長發邨敬發樓,,2442
葵青,長青邨青松樓,,1876
葵青,長青邨青松樓,,2247
葵青,長青邨青松樓,,2648
葵青,長青邨青柏樓,,2332
葵青,青宏苑宏裕閣,,2534
葵青,青怡薈 (非住宅),18/07/2020,1814
葵青,青怡薈 金裝燉奶佬餐廳 (非住宅),18/07/2020,2137
葵青,青泰苑通泰閣,,2389
葵青,青衣南消防局 (非住宅),22/07/2020,2391
葵青,青衣南消防局 (非住宅),25/07/2020,"2391, 2723"
葵青,青衣城 1期 茶木 (非住宅),13/07/2020,1751
葵青,青衣城 1期 茶木 (非住宅),13/7/2020,1751
葵青,青衣城 2 小食快綫 (非住宅),09/07/2020,1333
葵青,青衣城 丼丼屋 (非住宅),14/07/2020,1902
葵青,青衣城 丼丼屋 (非住宅),14/7/2020,1902
葵青,青衣城 天丼 (非住宅),19/07/2020,1996
葵青,青衣城 天丼 (非住宅),19/7/2020,1996
葵青,青衣城1期 (非住宅),13/07/2020,1751
葵青,青衣城1期 (非住宅),14/07/2020,"1751, 1902"
葵青,青衣城一期 (非住宅),14/07/2020,"1751, 1902"
葵青,青衣城一期 (非住宅),14/7/2020,"1751, 1902"
葵青,青衣工業中心 (非住宅),10/07/2020,1751
葵青,青衣工業中心 (非住宅),10/7/2020,1751
葵青,青衣市場 (非住宅),24/07/2020,2389
葵青,青衣市政大廈 (非住宅),17/07/2020,2137
葵青,青衣邨商場 (非住宅),18/07/2020,2137
葵青,香港荃灣帝盛酒店 (非住宅),10/07/2020,1464
葵青,麗瑤邨富瑤樓,,1850
西貢,"日出康城, 晉海",,1390
西貢,PopCorn (非住宅),08/07/2020,1404
西貢,TKO Gateway (非住宅),20/07/2020,1983
西貢,TKO Gateway Food Lane (非住宅),22/07/2020,2099
西貢,TKO Gateway Food Lane (非住宅),22/7/2020,2099
西貢,TKO街市 (非住宅),09/07/2020,1590
西貢,TKO街市 (非住宅),22/07/2020,"1590, 2123"
西貢,TKO街市 (非住宅),22/07/2020,"1590, 2123, 2330"
西貢,TKO街市 (非住宅),22/7/2020,"1590, 2123"
西貢,上洋,,2791
西貢,健明邨明日樓,,2029
西貢,健明邨明星樓,,1404
西貢,優才（楊殷有娣）學校 (非住宅),09/07/2020,1371
西貢,北港村,,2013
西貢,北港濾水廠 (非住宅),14/07/2020,1949
西貢,北港濾水廠 (非住宅),19/07/2020,"1949, 1976"
西貢,北港濾水廠 (非住宅),19/7/2020,"1949, 1976"
西貢,南豐廣場 (非住宅),09/07/2020,1590
西貢,南豐廣場 大家樂 (非住宅),09/07/2020,1590
西貢,南豐廣場1座,,2635
西貢,厚德邨德志樓,,1983
西貢,厚德邨德志樓,,2065
西貢,厚德邨德志樓,,2074
西貢,善明邨善智樓,,1356
西貢,善明邨善智樓,,1594
西貢,天晉2期2B座,,1593
西貢,天晉一期3座,,1429
西貢,天晉一期7座,,1375
西貢,天晉匯 東南加 (非住宅),16/07/2020,1593
西貢,天晉匯 東南加 (非住宅),16/7/2020,1593
西貢,天晉滙 (非住宅),12/07/2020,1593
西貢,天晉滙 (非住宅),12/7/2020,1593
西貢,富寧花園 6 座,,2479
西貢,富寧花園4座,,1838
西貢,富寧花園4座,,1912
西貢,富寧花園4座,,2813
西貢,富寧花園6座,,2330
西貢,富寧花園6座,,2396
西貢,富寧花園6座,,2662
西貢,富寧花園6座,,2725
西貢,富康花園商場 (非住宅),09/07/2020,1466
西貢,富康花園商場 (非住宅),21/07/2020,2066
西貢,寶明苑寶柏閣,,2608
西貢,寶林商場 (非住宅),13/07/2020,"1501, 1558"
西貢,寶林商場 (非住宅),13/7/2020,"1501, 1558"
西貢,寶林邨寶德樓,,1902
西貢,寶林邨寶林市場 (非住宅),11/07/2020,1501
西貢,寶林邨寶林市場 (非住宅),11/7/2020,1501
西貢,寶琳邨寶勤樓,,1443
西貢,寶琳邨寶寧樓 (非住宅),15/07/2020,1902
西貢,寶琳邨寶寧樓 (非住宅),15/7/2020,1902
西貢,將軍澳中心(商場) (非住宅),10/07/2020,"1375, 1437, 1465, 1592"
西貢,將軍澳中心(商場) (非住宅),10/07/2020,"1375, 1465, 1592"
西貢,將軍澳中心(商場) (非住宅),10/07/2020,"1375, 1592"
西貢,將軍澳中心(商場) (非住宅),10/7/2020,"1375, 1437, 1465, 1592"
西貢,將軍澳中心(商場) (非住宅),21/07/2020,"1375, 1437, 1465, 1592, 2627"
西貢,將軍澳中心(商場) 金田家 (非住宅),06/07/2020,1375
西貢,將軍澳中心5座,,1592
西貢,將軍澳地鐵站 (非住宅),10/07/2020,1596
西貢,將軍澳地鐵站 (非住宅),10/7/2020,1596
西貢,將軍澳廣場 太興 (非住宅),18/07/2020,"2071, 2206"
西貢,將軍澳廣場 太興 (非住宅),18/07/2020,2071
西貢,將軍澳廣場 太興 (非住宅),18/7/2020,2071
西貢,將軍澳廣場(商場) (非住宅),10/07/2020,1466
西貢,將軍澳廣場(商場) (非住宅),10/7/2020,1466
西貢,將軍澳廣場2座,,2572
西貢,將軍澳廣場2座,,2670
西貢,將軍澳廣場8座,,1433
西貢,將軍澳廣場8座,,1437
西貢,將軍澳廣場8座,,1465
西貢,將軍澳廣場8座,,1466
西貢,將軍澳廣場會所 (非住宅),07/07/2020,1433
西貢,將軍澳村,,1981
西貢,對面海村,,2359
西貢,對面海邨海寧樓,,2801
西貢,對面海邨海寧樓,,2802
西貢,尚德廣場 (非住宅),13/07/2020,"1596, 1861"
西貢,尚德廣場 (非住宅),13/7/2020,"1596, 1861"
西貢,尚德廣場 (非住宅),21/07/2020,"1596, 1861, 1983, 2066"
西貢,尚德邨尚仁樓 (非住宅),20/07/2020,1983
西貢,尚德邨尚義樓,,2066
西貢,峻瀅一期3座,,1590
西貢,常寧路2號TKO Gateway (非住宅),09/07/2020,1480
西貢,康城站 (非住宅),14/07/2020,1861
西貢,康城站 (非住宅),14/7/2020,1861
西貢,廣明苑廣昌閣,,2489
西貢,廣明苑廣昌閣,,2537
西貢,廣明苑廣賢閣,,2140
西貢,彩明商場 (非住宅),14/07/2020,1594
西貢,彩明商場 (非住宅),14/7/2020,1594
西貢,彩明商場 (非住宅),21/07/2020,"1594, 2627"
西貢,彩明商場 茶魚飯后 (非住宅),06/07/2020,1356
西貢,彩明苑彩富閣,,2183
西貢,彩明苑彩柳閣,,2739
西貢,彩明苑彩榮閣,,2627
西貢,彩雲邨伴月樓 (非住宅),06/07/2020,1549
西貢,德隆後街20號 (非住宅),22/07/2020,2802
西貢,怡心園1座,,1453
西貢,怡心園1座,,1501
西貢,新都城2期 (非住宅),18/07/2020,1902
西貢,新都城2期 (非住宅),18/7/2020,1902
西貢,新都城中心3期 OK德海南雞專門店 (非住宅),09/07/2020,1552
西貢,新都城中心一期 (非住宅),08/07/2020,1558
西貢,新都城中心一期 大快活快餐店 (非住宅),10/07/2020,1501
西貢,新都城中心一期 大快活快餐店 (非住宅),10/7/2020,1501
西貢,新都城中心一期 海港酒家 (非住宅),08/07/2020,1608
西貢,新都城中心三期 元朗冰室 (非住宅),14/07/2020,1949
西貢,新都城中心三期 元朗冰室 (非住宅),14/7/2020,1949
西貢,新都城中心二期 (非住宅),14/07/2020,1949
西貢,新都城中心二期 (非住宅),14/7/2020,1949
西貢,新都城中心二期 (非住宅),18/07/2020,"1902, 1949"
西貢,日出康城2B期領峯6座,,2669
西貢,日出康城3期緻藍天5座,,1861
西貢,日出康城第2A期5座,,1596
西貢,日出康城第8期 (非住宅),18/07/2020,"2071, 2206"
西貢,日出康城第8期 (非住宅),18/07/2020,2071
西貢,日出康城第8期 (非住宅),18/7/2020,2071
西貢,日出康城緻藍天1座,,2027
西貢,日出康城領都6座,,2852
西貢,日出康城首都 (非住宅),18/07/2020,1990
西貢,日出康城首都 (非住宅),18/7/2020,1990
西貢,日出康城首都1期5座,,1990
西貢,旭輝臺2座,,1591
西貢,明德邨明覺樓,,1991
西貢,明德邨明覺樓,,2163
西貢,明德邨明覺樓,,2851
西貢,明德邨明道樓,,2123
西貢,普通道14號A 永和海鮮酒家 (非住宅),23/07/2020,2802
西貢,景林邨景桃樓,,1949
西貢,曉嵐閣6座,,1752
西貢,李達三葉耀珍伉儷李本俊會議大樓 (非住宅),16/07/2020,1991
西貢,李達三葉耀珍伉儷李本俊會議大樓 (非住宅),16/7/2020,1991
西貢,東港城 (非住宅),13/07/2020,1751
西貢,東港城 (非住宅),22/07/2020,"1751, 2099"
西貢,東港城 (非住宅),22/07/2020,"1751, 2099, 2140"
西貢,東港城 (非住宅),22/07/2020,"1751, 2099, 2140, 2330"
西貢,東港城 (非住宅),22/7/2020,"1751, 2099"
西貢,東港城 Itamama (非住宅),09/07/2020,1590
西貢,東港城 Mee…Lemongrass (非住宅),20/07/2020,2494
西貢,東港城 壹匯中菜廳 (非住宅),10/07/2020,"1453, 1590"
西貢,東港城 壹匯中菜廳 (非住宅),10/7/2020,"1453, 1590"
西貢,海傍街27號 富雅海鮮酒家 (非住宅),12/07/2020,"2147, 2427"
西貢,海傍街27號 富雅海鮮酒家 (非住宅),12/07/2020,2147
西貢,海悅豪園商場 (非住宅),12/07/2020,1695
西貢,海悅豪園商場 (非住宅),12/7/2020,1695
西貢,清水灣半島8座,,2478
西貢,港鐵寶琳站 (非住宅),21/07/2020,2369
西貢,煜明苑焜明閣 (非住宅),22/07/2020,2099
西貢,煜明苑焜明閣 (非住宅),22/7/2020,2099
西貢,璟瓏軒,,1559
西貢,白沙灣112號 Padstow Restaurant & Bar (非住宅),22/07/2020,2099
西貢,白沙灣112號 Padstow Restaurant & Bar (非住宅),22/7/2020,2099
西貢,相思灣53號,,1608
西貢,相思灣村53號,,1558
西貢,維景灣畔第3期 (非住宅),08/07/2020,1429
西貢,翠林新城 喜悅皇宮 (非住宅),16/07/2020,1759
西貢,翠林邨彩林樓,,2282
西貢,翠林邨欣林樓,,2417
西貢,翩匯坊海港酒家 (非住宅),12/07/2020,1698
西貢,翩匯坊海港酒家 (非住宅),12/7/2020,1698
西貢,茵怡花園4座,,2412
西貢,裕明苑裕昌閣,,1751
西貢,西貢動物醫院 (非住宅),15/07/2020,2000
西貢,西貢動物醫院 (非住宅),15/7/2020,2000
西貢,西貢大廈 (非住宅),12/07/2020,2013
西貢,西貢大廈 (非住宅),12/7/2020,2013
西貢,西貢街市 (非住宅),22/07/2020,2359
西貢,西貢街市 (非住宅),22/7/2020,2359
西貢,西貢鄧肇堅運動場 (非住宅),14/07/2020,2068
西貢,調景嶺站地鐵站 (非住宅),07/07/2020,1356
西貢,都會駅5座,,1898
西貢,頌明苑冠明閣,,2775
西貢,頌明苑嘉明閣,,2571
西貢,頌明苑賢明閣,,1480
西貢,頌明苑賢明閣,,2503
西貢,香港九龍東智選假日酒店,,2535
西貢,香港科技大學鄭裕彤樓 (非住宅),07/07/2020,1416
西貢,馬游塘,,1812
西貢,馬游塘村,,1982
觀塘,APM (非住宅),13/07/2020,1752
觀塘,APM (非住宅),13/7/2020,1752
觀塘,Gravity (非住宅),16/07/2020,1742
觀塘,Gravity (非住宅),16/7/2020,1742
觀塘,Megabox Ruby Tuesday (非住宅),15/07/2020,1990
觀塘,Megabox Ruby Tuesday (非住宅),15/7/2020,1990
觀塘,MegaBox 百樂門宴會廳 (非住宅),07/07/2020,1869
觀塘,Megabox 竹虎京堂 (非住宅),19/07/2020,1856
觀塘,Megabox 竹虎京堂 (非住宅),19/7/2020,1856
觀塘,The Eastmark 大渣哥茶記 (非住宅),07/07/2020,1611
觀塘,一號九龍 (非住宅),17/07/2020,2376
觀塘,九龍灣工業中心 (非住宅),07/07/2020,1415
觀塘,九龍灣工業中心 九龍冰室 (非住宅),16/07/2020,2071
觀塘,九龍灣工業中心 九龍冰室 (非住宅),16/7/2020,2071
觀塘,俊匯中心 (非住宅),13/07/2020,1661
觀塘,俊匯中心 (非住宅),13/7/2020,1661
觀塘,保華企業中心 (非住宅),06/07/2020,1431
觀塘,偉景樓 (非住宅),06/07/2020,1371
觀塘,億京中心 (非住宅),12/07/2020,1639
觀塘,億京中心 (非住宅),12/7/2020,1639
觀塘,其士商業中心 (非住宅),11/07/2020,2071
觀塘,其士商業中心 (非住宅),11/7/2020,2071
觀塘,創紀之城3期 (非住宅),23/07/2020,"2396, 2535, 2635, 2720, 2742, 2822, 2854"
觀塘,創紀之城一期 渣打中心 (非住宅),07/07/2020,1752
觀塘,創紀之城一期渣打中心 (非住宅),14/07/2020,"1749, 1752"
觀塘,創紀之城一期渣打中心 (非住宅),14/7/2020,"1749, 1752"
觀塘,創紀之城五期(apm) 但馬屋 (非住宅),09/07/2020,1433
觀塘,創紀之城五期(APM) 但馬屋 (非住宅),09/07/2020,1433
觀塘,匯景廣場 (非住宅),14/07/2020,1738
觀塘,匯景廣場 (非住宅),14/7/2020,1738
觀塘,匯景花園 (非住宅),11/07/2020,1738
觀塘,匯景花園 (非住宅),11/7/2020,1738
觀塘,匯景花園2座,,1738
觀塘,協和大廈 (非住宅),17/07/2020,2124
觀塘,協和大廈 (非住宅),17/7/2020,2124
觀塘,合和大廈 (非住宅),19/07/2020,2308
觀塘,啓業邨啓盛樓,,2850
觀塘,啓田大廈 譚仔三哥米線 (非住宅),12/07/2020,1439
觀塘,啓田大廈 譚仔三哥米線 (非住宅),12/7/2020,1439
觀塘,啟業商場 (非住宅),15/07/2020,1809
觀塘,啟業商場 (非住宅),18/07/2020,"1809, 1836"
觀塘,啟業商場 (非住宅),18/7/2020,"1809, 1836"
觀塘,啟業商場 (非住宅),24/07/2020,"1809, 1836, 2446"
觀塘,啟業商場 翠河餐廳 (非住宅),24/07/2020,2446
觀塘,啟業邨啟樂樓,,1484
觀塘,啟業邨啟樂樓,,1809
觀塘,啟業邨啟盛樓,,2511
觀塘,啟業邨啟盛樓,,2812
觀塘,啟業邨啟盛樓,,2830
觀塘,啟業邨啟祥樓,,1836
觀塘,啟業邨啟裕樓,,2484
觀塘,啟業邨啟賢樓 (非住宅),14/07/2020,1836
觀塘,啟業邨啟賢樓 (非住宅),14/7/2020,1836
觀塘,啟田商場 (非住宅),12/07/2020,1439
觀塘,啟田商場 (非住宅),12/7/2020,1439
觀塘,啟田商場 意八餐廳 (非住宅),12/07/2020,1738
觀塘,啟田商場 意八餐廳 (非住宅),12/7/2020,1738
觀塘,啟田商場 臨記車仔麵 (非住宅),18/07/2020,1781
觀塘,國基集團中心 大家樂 (非住宅),10/07/2020,1615
觀塘,國基集團中心 大家樂 (非住宅),10/7/2020,1615
觀塘,坪石邨 鑽石樓 (非住宅),19/07/2020,1904
觀塘,坪石邨 麥當勞 (非住宅),16/07/2020,1904
觀塘,坪石邨 麥當勞 (非住宅),16/7/2020,1904
觀塘,坪石邨商場 大快活 (非住宅),17/07/2020,"1710, 1854, 1904"
觀塘,坪石邨商場 大快活 (非住宅),17/07/2020,"1710, 1854, 1904, 2094"
觀塘,坪石邨商場 大快活 (非住宅),17/7/2020,"1710, 1854, 1904, 2094"
觀塘,坪石邨商場 富港酒家 (非住宅),11/07/2020,"1414, 1710"
觀塘,坪石邨商場 富港酒家 (非住宅),11/7/2020,"1414, 1710"
